"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9497","Clicking a column header sorts ascending, clicking again sorts descending","msedge","Mon Aug 24 18:21:31 UTC 2026","passed","Mon Aug 24 18:21:40 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","7629","Verify navigation to Exceptions via nav menu","msedge","Mon Aug 24 18:16:06 UTC 2026","passed","Mon Aug 24 18:16:13 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","10256","Search box filters grid and clears correctly","chromium","Mon Aug 24 18:21:32 UTC 2026","passed","Mon Aug 24 18:21:42 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","9249","Validate forgot password functionality","webkit","Mon Aug 24 18:14:20 UTC 2026","passed","Mon Aug 24 18:14:29 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","3682","Validate Login functionality with emptyFields","msedge","Mon Aug 24 18:13:02 UTC 2026","passed","Mon Aug 24 18:13:06 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","13033","Notification Log sub-page loads correctly","firefox","Mon Aug 24 18:34:13 UTC 2026","passed","Mon Aug 24 18:34:26 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","13033","Saved Filters dropdown is visible and defaults to no preset","firefox","Mon Aug 24 18:38:14 UTC 2026","passed","Mon Aug 24 18:38:27 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","25182","File Formats sub-page loads correctly","webkit","Mon Aug 24 18:16:42 UTC 2026","passed","Mon Aug 24 18:17:07 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","9674","Navigation tabs to Pre-Decisions, Approvals, and Exception History are visible","webkit","Mon Aug 24 18:32:53 UTC 2026","passed","Mon Aug 24 18:33:03 UTC 2026","Exceptions — Smoke (Continued)","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","15118","ACH breadcrumb link is visible on the page","firefox","Mon Aug 24 18:44:58 UTC 2026","passed","Mon Aug 24 18:45:13 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","9268","Clicking a column header sorts ascending, clicking again sorts descending","msedge","Mon Aug 24 18:17:54 UTC 2026","passed","Mon Aug 24 18:18:04 UTC 2026","Issued Checks — Smoke (Continued)","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","11193","Navigation tabs to Pre-Decisions, Approvals, and Exception History are visible","firefox","Mon Aug 24 18:45:06 UTC 2026","passed","Mon Aug 24 18:45:17 UTC 2026","Exceptions — Smoke (Continued)","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","15407","Verify navigation to ACH via nav menu","firefox","Mon Aug 24 18:34:18 UTC 2026","passed","Mon Aug 24 18:34:34 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","17107","Save a filter preset, verify it is auto-selected, then delete it","chromium","Mon Aug 24 18:23:05 UTC 2026","passed","Mon Aug 24 18:23:22 UTC 2026","Exceptions — Smoke (Continued)","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","9100","Saved Filters dropdown is visible and defaults to no preset","msedge","Mon Aug 24 18:20:55 UTC 2026","passed","Mon Aug 24 18:21:04 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","19191","Verify dashboard tab checked state updates correctly","webkit","Mon Aug 24 18:17:17 UTC 2026","passed","Mon Aug 24 18:17:36 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","18308","Clicking a column header sorts ascending, clicking again sorts descending","webkit","Mon Aug 24 18:24:53 UTC 2026","passed","Mon Aug 24 18:25:11 UTC 2026","Presented Checks — Smoke (Continued)","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","14819","""Delete"" on a row shows a confirm modal; Cancel dismisses it without deleting","firefox","Mon Aug 24 18:39:22 UTC 2026","passed","Mon Aug 24 18:39:36 UTC 2026","Issued Checks — Smoke (Continued)","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","15494","Typing a page number navigates to that page","firefox","Mon Aug 24 18:42:05 UTC 2026","passed","Mon Aug 24 18:42:20 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","18270","""View"" (Change Log) link on a row navigates to the entity log","webkit","Mon Aug 24 18:30:47 UTC 2026","passed","Mon Aug 24 18:31:06 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","13999","Saved Filters dropdown is visible and defaults to no preset","chromium","Mon Aug 24 18:19:00 UTC 2026","passed","Mon Aug 24 18:19:14 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","4992","Validate Login functionality with incorrectPassword","msedge","Mon Aug 24 18:12:46 UTC 2026","passed","Mon Aug 24 18:12:51 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","8051","ACH Approval Rules sub-page loads correctly","chromium","Mon Aug 24 18:15:54 UTC 2026","passed","Mon Aug 24 18:16:02 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","18459","Clicking a column header sorts ascending, clicking again sorts descending","webkit","Mon Aug 24 18:30:05 UTC 2026","passed","Mon Aug 24 18:30:23 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","16685","Search box filters grid and clears correctly","firefox","Mon Aug 24 18:36:31 UTC 2026","passed","Mon Aug 24 18:36:48 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","17867","Page size change to 10 updates pagination info in bottom-right pager","webkit","Mon Aug 24 18:22:17 UTC 2026","passed","Mon Aug 24 18:22:35 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","5162","Validate Login functionality with incorrectPassword","chromium","Mon Aug 24 18:12:48 UTC 2026","passed","Mon Aug 24 18:12:53 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","12082","""View"" (Change Log) link on a row navigates to the entity log","firefox","Mon Aug 24 18:39:10 UTC 2026","passed","Mon Aug 24 18:39:22 UTC 2026","Issued Checks — Smoke (Continued)","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","23382","Previous page button returns to page 1, First page button re-enables disabled state","webkit","Mon Aug 24 18:23:28 UTC 2026","passed","Mon Aug 24 18:23:51 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","6923","Verify dashboard footer footnote and privacy link are visible","msedge","Mon Aug 24 18:15:20 UTC 2026","passed","Mon Aug 24 18:15:27 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","8665","Validate Login functionality with xssInUsername","webkit","Mon Aug 24 18:14:02 UTC 2026","passed","Mon Aug 24 18:14:11 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","14553","Exception History grid loads with data rows and key column headers","firefox","Mon Aug 24 18:40:50 UTC 2026","passed","Mon Aug 24 18:41:04 UTC 2026","Exceptions — Smoke","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","12722","Column filter popup applies a filter and Clear restores the full row set","chromium","Mon Aug 24 18:23:48 UTC 2026","passed","Mon Aug 24 18:24:01 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","8429","Verify profile menu shows My Info and Logout links","chromium","Mon Aug 24 18:16:22 UTC 2026","passed","Mon Aug 24 18:16:30 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
