"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10483","Validate Login functionality with caseSensitiveEmail","firefox","Tue Aug 25 10:06:46 UTC 2026","passed","Tue Aug 25 10:06:56 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","9160","Verify profile menu shows My Info and Logout links","msedge","Tue Aug 25 10:08:17 UTC 2026","passed","Tue Aug 25 10:08:27 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","9788","Last page arrow jumps to the final page","chromium","Tue Aug 25 10:13:33 UTC 2026","passed","Tue Aug 25 10:13:43 UTC 2026","Exceptions — Smoke","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","16265","Web Hooks sub-page loads correctly","webkit","Tue Aug 25 10:30:09 UTC 2026","passed","Tue Aug 25 10:30:25 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","23542","Default filter auto-applies after logout and re-login","chromium","Tue Aug 25 10:10:31 UTC 2026","passed","Tue Aug 25 10:10:55 UTC 2026","Issued Checks — Default Filter (Serial)","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","18400","""View"" (Change Log) link on a row navigates to the entity log","webkit","Tue Aug 25 10:36:24 UTC 2026","passed","Tue Aug 25 10:36:42 UTC 2026","Presented Checks — Smoke (Continued)","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","11284","""Delete"" on a row shows a confirm modal; Cancel dismisses it without deleting","msedge","Tue Aug 25 10:11:46 UTC 2026","passed","Tue Aug 25 10:11:57 UTC 2026","Issued Checks — Smoke (Continued)","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","14956","Verify ACH Only tab shows ACH-specific chart sections","webkit","Tue Aug 25 10:27:13 UTC 2026","passed","Tue Aug 25 10:27:28 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","12702","Typing a page number navigates to that page","firefox","Tue Aug 25 10:20:36 UTC 2026","passed","Tue Aug 25 10:20:49 UTC 2026","Exceptions — Smoke","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","8286","Saved Filters dropdown is visible and defaults to no preset","msedge","Tue Aug 25 10:11:04 UTC 2026","passed","Tue Aug 25 10:11:13 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","8632","Open Exceptions page loads with either exception cards or the empty-state message","firefox","Tue Aug 25 10:23:10 UTC 2026","passed","Tue Aug 25 10:23:19 UTC 2026","Exceptions — Smoke (Continued)","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","8866","Saved Filters dropdown is visible and defaults to no preset","msedge","Tue Aug 25 10:10:32 UTC 2026","passed","Tue Aug 25 10:10:41 UTC 2026","Issued Checks — Smoke","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","16202","Search box filters grid and clears correctly","firefox","Tue Aug 25 10:13:33 UTC 2026","passed","Tue Aug 25 10:13:49 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","10469","Typing a page number navigates to that page","msedge","Tue Aug 25 10:13:40 UTC 2026","passed","Tue Aug 25 10:13:50 UTC 2026","Exceptions — Smoke","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","26345","Previous page button returns to page 1, First page button re-enables disabled state","webkit","Tue Aug 25 10:33:11 UTC 2026","passed","Tue Aug 25 10:33:38 UTC 2026","Issued Checks — Smoke","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","9998","""+ Add Check"" navigates to the add-check form","chromium","Tue Aug 25 10:08:35 UTC 2026","passed","Tue Aug 25 10:08:45 UTC 2026","Issued Checks — Smoke","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","15277","Clicking a column header sorts ascending, clicking again sorts descending","firefox","Tue Aug 25 10:20:43 UTC 2026","passed","Tue Aug 25 10:20:58 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","15673","Next page arrow advances to page 2","firefox","Tue Aug 25 10:20:06 UTC 2026","passed","Tue Aug 25 10:20:22 UTC 2026","Exceptions — Smoke","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","11584","Users sub-page loads correctly","firefox","Tue Aug 25 10:08:46 UTC 2026","passed","Tue Aug 25 10:08:58 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","15603","Notification Templates sub-page loads correctly","firefox","Tue Aug 25 10:10:07 UTC 2026","passed","Tue Aug 25 10:10:23 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","8789","Presented Checks breadcrumb link is visible on the page","msedge","Tue Aug 25 10:12:37 UTC 2026","passed","Tue Aug 25 10:12:46 UTC 2026","Presented Checks — Smoke (Continued)","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","3645","Default filter auto-applies after logout and re-login","msedge","Tue Aug 25 10:16:02 UTC 2026","skipped","Tue Aug 25 10:16:05 UTC 2026","Exceptions — Default Filter (Serial)","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","11201","File Formats sub-page loads correctly","firefox","Tue Aug 25 10:09:56 UTC 2026","passed","Tue Aug 25 10:10:07 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","11322","Verify delayed data note and force refresh link are visible on dashboard","msedge","Tue Aug 25 10:07:56 UTC 2026","passed","Tue Aug 25 10:08:08 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","13878","Settings page loads correctly","webkit","Tue Aug 25 10:25:00 UTC 2026","passed","Tue Aug 25 10:25:14 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","14136","Default Decision Log sub-page loads correctly","webkit","Tue Aug 25 10:29:05 UTC 2026","passed","Tue Aug 25 10:29:20 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","11862","""+ Add Check"" navigates to the add-check form","chromium","Tue Aug 25 10:09:08 UTC 2026","passed","Tue Aug 25 10:09:20 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","18092","""+ Add Check"" navigates to the add-check form","webkit","Tue Aug 25 10:30:43 UTC 2026","passed","Tue Aug 25 10:31:01 UTC 2026","Issued Checks — Smoke","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","6696","Users sub-page loads correctly","msedge","Tue Aug 25 10:06:02 UTC 2026","passed","Tue Aug 25 10:06:09 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","14103","Decision Files sub-page loads correctly","webkit","Tue Aug 25 10:26:44 UTC 2026","passed","Tue Aug 25 10:26:58 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","9126","""Uploaded Checks"" navigates to the uploads page","msedge","Tue Aug 25 10:09:47 UTC 2026","passed","Tue Aug 25 10:09:56 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","7696","Validate forgot password functionality with No email","firefox","Tue Aug 25 10:08:07 UTC 2026","passed","Tue Aug 25 10:08:15 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","10769","Page size change to 10 updates pagination info in bottom-right pager","chromium","Tue Aug 25 10:09:21 UTC 2026","passed","Tue Aug 25 10:09:31 UTC 2026","Issued Checks — Smoke","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","9162","Validate Login functionality with incorrectUsername","firefox","Tue Aug 25 10:07:02 UTC 2026","passed","Tue Aug 25 10:07:11 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","12817","Next page arrow advances to page 2","chromium","Tue Aug 25 10:10:08 UTC 2026","passed","Tue Aug 25 10:10:21 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","5942","Presented Checks page loads correctly","chromium","Tue Aug 25 10:05:26 UTC 2026","passed","Tue Aug 25 10:05:32 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","12495","""+ Add Check"" navigates to the add-check form","firefox","Tue Aug 25 10:12:50 UTC 2026","passed","Tue Aug 25 10:13:03 UTC 2026","Issued Checks — Smoke","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","21433","Typing a page number navigates to that page","webkit","Tue Aug 25 10:39:36 UTC 2026","passed","Tue Aug 25 10:39:58 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","8945","Next page arrow advances to page 2","msedge","Tue Aug 25 10:13:13 UTC 2026","passed","Tue Aug 25 10:13:22 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","9042","""View"" (Change Log) link on a row navigates to the entity log","chromium","Tue Aug 25 10:11:42 UTC 2026","passed","Tue Aug 25 10:11:51 UTC 2026","Issued Checks — Smoke (Continued)","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","14346","Automatic ACH Decision Rules sub-page loads correctly","webkit","Tue Aug 25 10:28:20 UTC 2026","passed","Tue Aug 25 10:28:35 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","9156","Notification Templates sub-page loads correctly","msedge","Tue Aug 25 10:06:52 UTC 2026","passed","Tue Aug 25 10:07:01 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","9544","Page size change to 10 updates pagination info in bottom-right pager","firefox","Tue Aug 25 10:15:15 UTC 2026","passed","Tue Aug 25 10:15:24 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
