"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15313","Users sub-page loads correctly","webkit","Wed Sep 16 10:31:03 UTC 2026","passed","Wed Sep 16 10:31:18 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","24872","""Uploaded Checks"" navigates to the uploads page","webkit","Wed Sep 16 10:37:19 UTC 2026","passed","Wed Sep 16 10:37:44 UTC 2026","Issued Checks — Smoke","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","9996","Column filter menu applies a filter and Clear restores the full row set","chromium","Wed Sep 16 10:21:53 UTC 2026","passed","Wed Sep 16 10:22:03 UTC 2026","Exceptions — Smoke (Continued)","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","17653","Save a filter preset, verify it is auto-selected, then delete it","msedge","Wed Sep 16 10:18:33 UTC 2026","passed","Wed Sep 16 10:18:51 UTC 2026","Presented Checks — Smoke (Continued)","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","6757","Holiday Schedules sub-page loads correctly","chromium","Wed Sep 16 10:13:17 UTC 2026","passed","Wed Sep 16 10:13:23 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","14515","""Uploaded Checks"" navigates to the uploads page","firefox","Wed Sep 16 10:19:36 UTC 2026","passed","Wed Sep 16 10:19:50 UTC 2026","Issued Checks — Smoke","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","8302","Exceptions breadcrumb link is visible on the page","msedge","Wed Sep 16 10:23:01 UTC 2026","passed","Wed Sep 16 10:23:10 UTC 2026","Exceptions — Smoke (Continued)","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","25245","Column filter popup applies a filter and Clear restores the full row set","webkit","Wed Sep 16 10:42:31 UTC 2026","passed","Wed Sep 16 10:42:56 UTC 2026","Presented Checks — Smoke (Continued)","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","18483","Pay/Return decision badge navigates to exception history","webkit","Wed Sep 16 10:43:54 UTC 2026","passed","Wed Sep 16 10:44:12 UTC 2026","Presented Checks — Smoke (Continued)","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","5342","Validate Login functionality with sqlInjection","firefox","Wed Sep 16 10:13:53 UTC 2026","passed","Wed Sep 16 10:13:58 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
