"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14754","Page size change to 10 updates pagination info in bottom-right pager","firefox","Fri Sep 04 10:43:09 UTC 2026","passed","Fri Sep 04 10:43:23 UTC 2026","Issued Checks — Smoke","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","4974","Validate Login functionality with veryLongInput","msedge","Fri Sep 04 10:14:48 UTC 2026","passed","Fri Sep 04 10:14:53 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","10045","Verify navigation to ACH via nav menu","chromium","Fri Sep 04 10:18:19 UTC 2026","passed","Fri Sep 04 10:18:29 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","12607","Clicking a column header sorts ascending, clicking again sorts descending","chromium","Fri Sep 04 10:21:46 UTC 2026","passed","Fri Sep 04 10:21:58 UTC 2026","Issued Checks — Smoke (Continued)","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","5857","Validate Login functionality with missingUsername","firefox","Fri Sep 04 10:36:13 UTC 2026","passed","Fri Sep 04 10:36:19 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","12553","ACH page loads correctly","webkit","Fri Sep 04 10:06:45 UTC 2026","passed","Fri Sep 04 10:06:57 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","7162","Business Clients sub-page loads correctly","msedge","Fri Sep 04 10:14:58 UTC 2026","passed","Fri Sep 04 10:15:05 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","16655","""Delete"" on a row shows a confirm modal; Cancel dismisses it without deleting","firefox","Fri Sep 04 10:46:43 UTC 2026","passed","Fri Sep 04 10:47:00 UTC 2026","Presented Checks — Smoke (Continued)","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","16471","""+ Add ACH"" navigates to the add-ACH form","firefox","Fri Sep 04 10:47:49 UTC 2026","passed","Fri Sep 04 10:48:05 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","10230","Exceptions page loads correctly","firefox","Fri Sep 04 10:36:32 UTC 2026","passed","Fri Sep 04 10:36:42 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","11603","Billing Reports sub-page loads correctly","firefox","Fri Sep 04 10:38:13 UTC 2026","passed","Fri Sep 04 10:38:24 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","12991","Users sub-page loads correctly","webkit","Fri Sep 04 10:07:50 UTC 2026","passed","Fri Sep 04 10:08:03 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","11624","Column filter popup applies a filter and Clear restores the full row set","chromium","Fri Sep 04 10:22:18 UTC 2026","passed","Fri Sep 04 10:22:30 UTC 2026","Presented Checks — Smoke (Continued)","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","8151","Validate unauthenticated access to protected route is redirected to login","webkit","Fri Sep 04 10:08:27 UTC 2026","passed","Fri Sep 04 10:08:36 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","5309","Validate unauthenticated access to protected route is redirected to login","firefox","Fri Sep 04 10:37:18 UTC 2026","passed","Fri Sep 04 10:37:23 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","7550","Validate Login functionality with sqlInjection","firefox","Fri Sep 04 10:36:19 UTC 2026","passed","Fri Sep 04 10:36:26 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","19413","Clicking a column header sorts ascending, clicking again sorts descending","webkit","Fri Sep 04 10:17:24 UTC 2026","passed","Fri Sep 04 10:17:44 UTC 2026","Issued Checks — Smoke (Continued)","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","12027","Save a filter preset, verify it is auto-selected, then delete it","msedge","Fri Sep 04 10:19:57 UTC 2026","passed","Fri Sep 04 10:20:09 UTC 2026","Presented Checks — Smoke (Continued)","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","21519","Users sub-page loads correctly","firefox","Fri Sep 04 10:37:22 UTC 2026","passed","Fri Sep 04 10:37:43 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","13612","File Processing sub-page loads correctly","firefox","Fri Sep 04 10:40:56 UTC 2026","passed","Fri Sep 04 10:41:10 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
