"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18921","""+ Add Check"" navigates to the add-check form","webkit","Thu Aug 27 10:13:55 UTC 2026","passed","Thu Aug 27 10:14:14 UTC 2026","Issued Checks — Smoke","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","9984","Excel export button is visible and enabled","chromium","Thu Aug 27 10:13:58 UTC 2026","passed","Thu Aug 27 10:14:08 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","31594","Save a filter preset, verify it is auto-selected, then delete it","webkit","Thu Aug 27 10:24:06 UTC 2026","passed","Thu Aug 27 10:24:37 UTC 2026","Exceptions — Smoke (Continued)","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","10338","Search box filters grid and clears correctly","msedge","Thu Aug 27 10:12:57 UTC 2026","passed","Thu Aug 27 10:13:07 UTC 2026","Exceptions — Smoke","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","16573","File Formats sub-page loads correctly","firefox","Thu Aug 27 10:26:29 UTC 2026","passed","Thu Aug 27 10:26:45 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","11576","Verify Total Exceptions and Total Exception Amount labels are visible","firefox","Thu Aug 27 10:26:58 UTC 2026","passed","Thu Aug 27 10:27:10 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","16669","Validate session persists after page refresh","webkit","Thu Aug 27 10:07:30 UTC 2026","passed","Thu Aug 27 10:07:47 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","4171","Validate Login functionality with xssInUsername","msedge","Thu Aug 27 10:06:34 UTC 2026","passed","Thu Aug 27 10:06:38 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","14190","Default Decision Log sub-page loads correctly","firefox","Thu Aug 27 10:28:20 UTC 2026","passed","Thu Aug 27 10:28:34 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","4659","Validate Login functionality with missingPassword","chromium","Thu Aug 27 10:06:34 UTC 2026","passed","Thu Aug 27 10:06:39 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","14022","Validate teller presented-check form shows all required fields","firefox","Thu Aug 27 10:35:52 UTC 2026","passed","Thu Aug 27 10:36:06 UTC 2026","Teller - Smoke","specs\Smoke\6-TellerSmoke.spec.ts","",""
"","23340","Column filter popup applies a filter and Clear restores the full row set","firefox","Thu Aug 27 10:40:25 UTC 2026","passed","Thu Aug 27 10:40:48 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
