"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20471","ACH Approval Rules sub-page loads correctly","firefox","Tue Sep 15 10:33:28 UTC 2026","passed","Tue Sep 15 10:33:49 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","7729","Verify navigation to Exceptions via nav menu","chromium","Tue Sep 15 10:15:48 UTC 2026","passed","Tue Sep 15 10:15:56 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","16914","Check Approval Rules sub-page loads correctly","chromium","Tue Sep 15 10:14:21 UTC 2026","passed","Tue Sep 15 10:14:38 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","34695","Notification Templates sub-page loads correctly","webkit","Tue Sep 15 10:15:50 UTC 2026","passed","Tue Sep 15 10:16:25 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","8613","Validate Login functionality with missingUsername","webkit","Tue Sep 15 10:12:26 UTC 2026","passed","Tue Sep 15 10:12:34 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","6090","Verify profile menu shows My Info and Logout links","msedge","Tue Sep 15 10:14:34 UTC 2026","passed","Tue Sep 15 10:14:40 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","4508","Validate forgot password functionality","msedge","Tue Sep 15 10:12:32 UTC 2026","passed","Tue Sep 15 10:12:37 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","11159","Verify dashboard tab checked state updates correctly","chromium","Tue Sep 15 10:13:29 UTC 2026","passed","Tue Sep 15 10:13:40 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","9789","Branding sub-page loads correctly","chromium","Tue Sep 15 10:12:53 UTC 2026","passed","Tue Sep 15 10:13:03 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","11147","Users sub-page loads correctly","chromium","Tue Sep 15 10:12:32 UTC 2026","passed","Tue Sep 15 10:12:43 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","18327","Last page arrow jumps to the final page","firefox","Tue Sep 15 10:43:47 UTC 2026","passed","Tue Sep 15 10:44:05 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","9231","Branding sub-page loads correctly","msedge","Tue Sep 15 10:13:03 UTC 2026","passed","Tue Sep 15 10:13:13 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","17870","File Formats sub-page loads correctly","chromium","Tue Sep 15 10:13:35 UTC 2026","passed","Tue Sep 15 10:13:53 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","13396","Previous page button returns to page 1, First page button re-enables disabled state","chromium","Tue Sep 15 10:22:19 UTC 2026","passed","Tue Sep 15 10:22:32 UTC 2026","Exceptions — Smoke","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","7844","Validate teller presented-check form shows all required fields","msedge","Tue Sep 15 10:18:27 UTC 2026","passed","Tue Sep 15 10:18:35 UTC 2026","Teller - Smoke","specs\Smoke\6-TellerSmoke.spec.ts","",""
"","8877","Grid loads with data rows and key column headers","msedge","Tue Sep 15 10:15:23 UTC 2026","passed","Tue Sep 15 10:15:32 UTC 2026","Issued Checks — Smoke","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","11980","Verify dashboard footer footnote and privacy link are visible","chromium","Tue Sep 15 10:14:40 UTC 2026","passed","Tue Sep 15 10:14:52 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","11727","Clicking a column header sorts ascending, clicking again sorts descending","chromium","Tue Sep 15 10:23:44 UTC 2026","passed","Tue Sep 15 10:23:55 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","6814","Verify dashboard footer footnote and privacy link are visible","msedge","Tue Sep 15 10:14:27 UTC 2026","passed","Tue Sep 15 10:14:34 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","15640","Account Settings sub-page loads correctly","webkit","Tue Sep 15 10:13:00 UTC 2026","passed","Tue Sep 15 10:13:16 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","15171","Check Approval Rules sub-page loads correctly","firefox","Tue Sep 15 10:32:49 UTC 2026","passed","Tue Sep 15 10:33:05 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","9707","Verify navigation to ACH via nav menu","chromium","Tue Sep 15 10:15:38 UTC 2026","passed","Tue Sep 15 10:15:48 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","18195","""Delete"" on a row shows a confirm modal; Cancel dismisses it without deleting","firefox","Tue Sep 15 10:46:46 UTC 2026","passed","Tue Sep 15 10:47:04 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","15399","Validate teller presented-check form shows all required fields","firefox","Tue Sep 15 10:41:24 UTC 2026","passed","Tue Sep 15 10:41:39 UTC 2026","Teller - Smoke","specs\Smoke\6-TellerSmoke.spec.ts","",""
"","19337","Verify delayed data note and force refresh link are visible on dashboard","firefox","Tue Sep 15 10:33:02 UTC 2026","passed","Tue Sep 15 10:33:21 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","15900","Users sub-page loads correctly","firefox","Tue Sep 15 10:30:16 UTC 2026","passed","Tue Sep 15 10:30:32 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","13216","Verify all three dashboard view tabs are visible","firefox","Tue Sep 15 10:30:37 UTC 2026","passed","Tue Sep 15 10:30:50 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","18066","""Edit"" link on a row navigates to the check edit form","webkit","Tue Sep 15 10:24:48 UTC 2026","passed","Tue Sep 15 10:25:06 UTC 2026","Presented Checks — Smoke (Continued)","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","14522","Verify delayed data note and force refresh link are visible on dashboard","webkit","Tue Sep 15 10:17:19 UTC 2026","passed","Tue Sep 15 10:17:34 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","12938","Previous page button returns to page 1, First page button re-enables disabled state","msedge","Tue Sep 15 10:16:51 UTC 2026","passed","Tue Sep 15 10:17:04 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","9576","""Delete"" on a row shows a confirm modal; Cancel dismisses it without deleting","msedge","Tue Sep 15 10:21:24 UTC 2026","passed","Tue Sep 15 10:21:34 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
