"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17663","Page size change to 10 updates pagination info in bottom-right pager","webkit","Tue Sep 22 10:39:01 UTC 2026","passed","Tue Sep 22 10:39:18 UTC 2026","Issued Checks — Smoke","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","8593","Roles/Permissions sub-page loads correctly","msedge","Tue Sep 22 10:13:00 UTC 2026","passed","Tue Sep 22 10:13:09 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","11934","Grid View toggle navigates to the open-exceptions grid and shows key column headers","webkit","Tue Sep 22 10:50:53 UTC 2026","passed","Tue Sep 22 10:51:04 UTC 2026","Exceptions — Smoke (Continued)","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","18739","Search box filters grid and clears correctly","webkit","Tue Sep 22 10:38:24 UTC 2026","passed","Tue Sep 22 10:38:43 UTC 2026","Issued Checks — Smoke","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","14078","""Edit"" link on a row navigates to the check edit form","firefox","Tue Sep 22 10:22:37 UTC 2026","passed","Tue Sep 22 10:22:51 UTC 2026","Presented Checks — Smoke (Continued)","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","12003","Typing a page number navigates to that page","firefox","Tue Sep 22 10:20:36 UTC 2026","passed","Tue Sep 22 10:20:48 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","27956","Previous page button returns to page 1, First page button re-enables disabled state","webkit","Tue Sep 22 10:46:55 UTC 2026","passed","Tue Sep 22 10:47:23 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","5473","Validate Login functionality with missingPassword","firefox","Tue Sep 22 10:12:26 UTC 2026","passed","Tue Sep 22 10:12:31 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","15755","Home page is accessible and shows dashboard","chromium","Tue Sep 22 10:11:36 UTC 2026","passed","Tue Sep 22 10:11:52 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","5909","Verify navigation to Presented Checks via nav menu","msedge","Tue Sep 22 10:15:16 UTC 2026","passed","Tue Sep 22 10:15:22 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","12068","Next page arrow advances to page 2","chromium","Tue Sep 22 10:20:54 UTC 2026","passed","Tue Sep 22 10:21:07 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","9143","Verify tab-specific charts are hidden for opposite tab","chromium","Tue Sep 22 10:14:18 UTC 2026","passed","Tue Sep 22 10:14:27 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","19887","Search box filters grid and clears correctly","webkit","Tue Sep 22 10:38:58 UTC 2026","passed","Tue Sep 22 10:39:18 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","14823","""+ Add ACH"" navigates to the add-ACH form","firefox","Tue Sep 22 10:24:14 UTC 2026","passed","Tue Sep 22 10:24:28 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","9968","""Uploaded Checks"" navigates to the uploads page","chromium","Tue Sep 22 10:16:23 UTC 2026","passed","Tue Sep 22 10:16:33 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
"","13588","Saved Filters dropdown is visible and defaults to no preset","chromium","Tue Sep 22 10:21:43 UTC 2026","passed","Tue Sep 22 10:21:57 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","9706","Pay/Return decision badge navigates to exception history","msedge","Tue Sep 22 10:22:19 UTC 2026","passed","Tue Sep 22 10:22:28 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","17422","Notification Templates sub-page loads correctly","webkit","Tue Sep 22 10:34:24 UTC 2026","passed","Tue Sep 22 10:34:41 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","10301","""Uploaded ACH"" navigates to the uploads page","chromium","Tue Sep 22 10:20:10 UTC 2026","passed","Tue Sep 22 10:20:20 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","6548","Verify delayed data note and force refresh link are visible on dashboard","chromium","Tue Sep 22 10:14:41 UTC 2026","passed","Tue Sep 22 10:14:48 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","10713","""Edit"" link on a row navigates to the check edit form","chromium","Tue Sep 22 10:18:58 UTC 2026","passed","Tue Sep 22 10:19:09 UTC 2026","Issued Checks — Smoke (Continued)","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","20948","Search box filters grid and clears correctly","webkit","Tue Sep 22 10:45:00 UTC 2026","passed","Tue Sep 22 10:45:21 UTC 2026","Exceptions — Smoke","specs\Smoke\8-ExceptionsSmoke.spec.ts","",""
"","23018","Pay/Return decision badge navigates to exception history","firefox","Tue Sep 22 10:28:43 UTC 2026","passed","Tue Sep 22 10:29:06 UTC 2026","ACH — Smoke","specs\Smoke\7-ACHSmoke.spec.ts","",""
"","6858","ACH page loads correctly","msedge","Tue Sep 22 10:12:20 UTC 2026","passed","Tue Sep 22 10:12:27 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","19346","Exceptions page loads correctly","webkit","Tue Sep 22 10:30:44 UTC 2026","passed","Tue Sep 22 10:31:03 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","19911","Clicking a column header sorts ascending, clicking again sorts descending","firefox","Tue Sep 22 10:22:17 UTC 2026","passed","Tue Sep 22 10:22:37 UTC 2026","Issued Checks — Smoke (Continued)","specs\Smoke\4-IssuedChecksSmoke.spec.ts","",""
"","12113","Notification Log sub-page loads correctly","firefox","Tue Sep 22 10:17:38 UTC 2026","passed","Tue Sep 22 10:17:50 UTC 2026","Application Navigation Smoke Tests","specs\Smoke\2-NavigationSmoke.spec.ts","",""
"","7648","Verify navigation to Exceptions via nav menu","chromium","Tue Sep 22 10:15:33 UTC 2026","passed","Tue Sep 22 10:15:41 UTC 2026","Home Dashboard","specs\Smoke\3-HomeDashboardSmoke.spec.ts","",""
"","13281","Validate Login functionality with correctCredentials","chromium","Tue Sep 22 10:11:36 UTC 2026","passed","Tue Sep 22 10:11:50 UTC 2026","","specs\Smoke\1-LoginSmoke.spec.ts","",""
"","10798","Last page arrow jumps to the final page","chromium","Tue Sep 22 10:17:14 UTC 2026","passed","Tue Sep 22 10:17:25 UTC 2026","Presented Checks — Smoke","specs\Smoke\5-PresentedChecksSmoke.spec.ts","",""
